city_ascii,lat,lng,country,admin_name
Godalming,51.18,-0.61,United Kingdom,Surrey
Tobati,-25.26,-57.0814,Paraguay,Cordillera
Loves Park,42.3364,-88.9975,United States,Illinois
Fishkill,41.5129,-73.9271,United States,New York
Dunajska Streda,47.9961,17.6147,Slovakia,Trnavský
Canico,32.6412,-16.8504,Portugal,Madeira
Rawtenstall,53.699,-2.291,United Kingdom,Lancashire
La Prairie,45.42,-73.5,Canada,Quebec
Lermontov,44.1053,42.9717,Russia,Stavropol’skiy Kray
Wekiwa Springs,28.6984,-81.4251,United States,Florida
Vil'nohirs'k,48.4824,34.0189,Ukraine,Dnipropetrovs’ka Oblast’
Strakonice,49.2615,13.9024,Czechia,Jihočeský Kraj
Netphen,50.9147,8.1,Germany,North Rhine-Westphalia
Hingham,42.2176,-70.8854,United States,Massachusetts
Medford,39.8639,-74.8231,United States,New Jersey
Oliveira do Bairro,40.5167,-8.5,Portugal,Aveiro
Puchheim,48.15,11.35,Germany,Bavaria
Calverley,53.8266,-1.6908,United Kingdom,Leeds
Sheyban,31.4086,48.7942,Iran,Khūzestān
Qiryat Mal'akhi,31.7333,34.75,Israel,Southern
Lisle,41.7918,-88.0888,United States,Illinois
Qiryat Shemona,33.2075,35.5697,Israel,Northern
Eschborn,50.1437,8.569,Germany,Hesse
Tambau,-21.705,-47.2739,Brazil,São Paulo
East Retford,53.3228,-0.9431,United Kingdom,Nottinghamshire
Vranov nad Topl'ou,48.8806,21.6731,Slovakia,Prešovský
Devonport,-41.1806,146.3464,Australia,Tasmania
Bom Jesus dos Perdoes,-23.135,-46.4653,Brazil,São Paulo
Tecumseh,42.2431,-82.9256,Canada,Ontario
Greenbelt,38.9953,-76.8885,United States,Maryland
Nevyansk,57.4833,60.2,Russia,Sverdlovskaya Oblast’
Senden,48.3167,10.0667,Germany,Bavaria
Bassar,9.25,0.7833,Togo,Kara
Warburg,51.4881,9.14,Germany,North Rhine-Westphalia
Taquarituba,-23.5328,-49.2439,Brazil,São Paulo
Molodohvardiisk,48.3444,39.6583,Ukraine,Luhans’ka Oblast’
Kolpashevo,58.3167,82.9167,Russia,Tomskaya Oblast’
Otsuki,35.6106,138.94,Japan,Yamanashi
Mandelieu-la-Napoule,43.5464,6.9381,France,Provence-Alpes-Côte d’Azur
West Springfield,38.7771,-77.2268,United States,Virginia
Linstead,18.15,-77.0167,Jamaica,Saint Catherine
Thorigny-sur-Marne,48.8788,2.7075,France,Île-de-France
Uenohara,35.6303,139.1086,Japan,Yamanashi
Abreus,22.2806,-80.5678,Cuba,Cienfuegos
Fokino,42.9667,132.4,Russia,Primorskiy Kray
Pezinok,48.2667,17.2667,Slovakia,Bratislavský
Walsrode,52.8592,9.5853,Germany,Lower Saxony
Abu,24.5925,72.7083,India,Rājasthān
Roxbury,40.8822,-74.6522,United States,New Jersey
Gersthofen,48.4167,10.8667,Germany,Bavaria
Kilkis,40.9954,22.8765,Greece,Kentrikí Makedonía
Canton,42.175,-71.1264,United States,Massachusetts
Komlo,46.1911,18.2611,Hungary,Baranya
Plainsboro,40.3377,-74.5878,United States,New Jersey
Oxford,39.5061,-84.7434,United States,Ohio
Tashtagol,52.7667,87.8667,Russia,Kemerovskaya Oblast’
Dammarie-le-Lys,48.5177,2.6402,France,Île-de-France
Tupiza,-21.4423,-65.719,Bolivia,Potosí
Lengir,42.1899,69.8799,Kazakhstan,Ongtüstik Qazaqstan
Kenmore,47.7516,-122.2489,United States,Washington
Siwah,29.2,25.5167,Egypt,Maţrūḩ
Farmington,44.6573,-93.1688,United States,Minnesota
Kilwinning,55.655,-4.703,United Kingdom,North Ayrshire
Gusinoozersk,51.2833,106.5167,Russia,Buryatiya
Kapfenberg,47.4394,15.2894,Austria,Steiermark
Gainsborough,53.4016,-0.7732,United Kingdom,Lincolnshire
Wichian Buri,15.6565,101.1072,Thailand,Phetchabun
Whyalla,-33.0333,137.5667,Australia,South Australia
Furukawa,36.2383,137.1861,Japan,Gifu
Gyegu,33.0166,96.7333,China,Qinghai
Hastings,44.7318,-92.8538,United States,Minnesota
Oyonnax,46.2561,5.6556,France,Auvergne-Rhône-Alpes
Guanajay,22.9306,-82.6881,Cuba,Artemisa
Santa Ana Nextlalpan,19.7167,-99.0667,Mexico,México
Makinsk,52.6404,70.41,Kazakhstan,Aqmola
Quarai,-30.3878,-56.4508,Brazil,Rio Grande do Sul
Yeadon,53.869,-1.688,United Kingdom,Leeds
Murayama,38.4833,140.3833,Japan,Yamagata
Yako,12.954,-2.263,Burkina Faso,Nord
West Goshen,39.9756,-75.5927,United States,Pennsylvania
Orchards,45.689,-122.5306,United States,Washington
Vale de Cambra,40.85,-8.4,Portugal,Aveiro
Rockingham,34.9386,-79.7608,United States,North Carolina
Krasnouralsk,58.35,60.05,Russia,Sverdlovskaya Oblast’
Krasnoarmeysk,51.0167,45.7,Russia,Saratovskaya Oblast’
Greenfield,39.7936,-85.7737,United States,Indiana
Auburn,41.3666,-85.0559,United States,Indiana
Zvenigorod,55.7333,36.85,Russia,Moskovskaya Oblast’
Wright,30.4445,-86.6419,United States,Florida
Willoughby,41.646,-81.4084,United States,Ohio
Watertown,43.1893,-88.7285,United States,Wisconsin
Wadenswil,47.2303,8.6722,Switzerland,Zürich
Fayid,30.3261,32.2986,Egypt,Al Ismā‘īlīyah
Sidi Ifni,29.3833,-10.1667,Morocco,Guelmim-Oued Noun
Manghit,42.1236,60.0583,Uzbekistan,Qoraqalpog‘iston
Mustang,35.3917,-97.7246,United States,Oklahoma
Mount Pearl Park,47.5189,-52.8058,Canada,Newfoundland and Labrador
Montgomery,40.426,-74.6791,United States,New Jersey
Znam'yanka,48.7136,32.6733,Ukraine,Kirovohrads’ka Oblast’
Haywards Heath,51.0048,-0.0979,United Kingdom,West Sussex
Wertheim,49.75,9.5167,Germany,Baden-Württemberg
Uberlingen,47.7667,9.1583,Germany,Baden-Württemberg
Valasske Mezirici,49.4718,17.9712,Czechia,Zlínský Kraj
Neusass,48.4,10.8333,Germany,Bavaria
Frederickson,47.0914,-122.3594,United States,Washington
Leutkirch im Allgau,47.8256,10.0222,Germany,Baden-Württemberg
Patterson,37.4758,-121.1535,United States,California
Eckernforde,54.4742,9.8378,Germany,Schleswig-Holstein
Espera Feliz,-20.65,-41.9069,Brazil,Minas Gerais
Yokoshiba,35.6656,140.5042,Japan,Chiba
Isilkul,54.9089,71.2606,Russia,Omskaya Oblast’
Gallup,35.5183,-108.7423,United States,New Mexico
Radcliff,37.8206,-85.9366,United States,Kentucky
Westerstede,53.25,7.9167,Germany,Lower Saxony
Patacamaya,-17.2333,-67.9167,Bolivia,La Paz
Crystal,45.0377,-93.3599,United States,Minnesota
Guryevsk,54.2833,85.9333,Russia,Kemerovskaya Oblast’
Lengerich,52.175,7.8667,Germany,North Rhine-Westphalia
Belton,31.0525,-97.479,United States,Texas
Nazca,-14.8289,-74.9436,Peru,Ica
Allen,-38.9772,-67.8272,Argentina,Río Negro
Weilheim,47.8333,11.1333,Germany,Bavaria
Glauchau,50.8233,12.5444,Germany,Saxony
Dickinson,46.8917,-102.7924,United States,North Dakota
Catamayo,-3.9833,-79.35,Ecuador,Loja
Naqadah,25.9017,32.7242,Egypt,Qinā
Allison Park,40.573,-79.9603,United States,Pennsylvania
Tunuyan,-33.5667,-69.0167,Argentina,Mendoza
Karachayevsk,43.7667,41.9,Russia,Karachayevo-Cherkesiya
Ensley,30.5261,-87.2735,United States,Florida
Takahata,38.0025,140.1911,Japan,Yamagata
Olivet,47.8639,1.9006,France,Centre-Val de Loire
Selouane,35.0708,-2.9392,Morocco,Oriental
Le Creusot,46.8014,4.4411,France,Bourgogne-Franche-Comté
Laguna Beach,33.5448,-117.7612,United States,California
Goldasht,32.6267,51.4392,Iran,Eşfahān
Webster Groves,38.5866,-90.3544,United States,Missouri
Acworth,34.0566,-84.6715,United States,Georgia
Vega Baja,18.441,-66.3993,Puerto Rico,Puerto Rico
Cinco Saltos,-38.8167,-68.0667,Argentina,Río Negro
Griffin,33.2418,-84.2747,United States,Georgia
Curchorem,15.25,74.1,India,Goa
Vreden,52.0331,6.8331,Germany,North Rhine-Westphalia
Botevgrad,42.9083,23.7919,Bulgaria,Sofia
Saint-Genis-Laval,45.696,4.793,France,Auvergne-Rhône-Alpes
Onondaga,42.9687,-76.2168,United States,New York
Morton Grove,42.0423,-87.789,United States,Illinois
Velsk,61.0667,42.1,Russia,Arkhangel’skaya Oblast’
Marina,36.6812,-121.7895,United States,California
Solon,41.3864,-81.4401,United States,Ohio
Forbach,49.19,6.9,France,Grand Est
Rixensart,50.7167,4.5333,Belgium,Wallonia
Svetlyy,54.6833,20.1333,Russia,Kaliningradskaya Oblast’
Hunters Creek,28.3611,-81.4357,United States,Florida
Petrila,45.4511,23.3981,Romania,Hunedoara
Bad Kissingen,50.2,10.0667,Germany,Bavaria
Gjovik,60.8,10.7,Norway,Oppland
Manosque,43.8342,5.7839,France,Provence-Alpes-Côte d’Azur
Kaltenkirchen,53.8397,9.9603,Germany,Schleswig-Holstein
San Miguel de Papasquiaro,24.8304,-105.34,Mexico,Durango
New Brighton,45.0658,-93.206,United States,Minnesota
Iracemapolis,-22.5808,-47.5189,Brazil,São Paulo
Mandan,46.829,-100.887,United States,North Dakota
Kalachinsk,55.05,74.5833,Russia,Omskaya Oblast’
Buxton,53.259,-1.911,United Kingdom,Derbyshire
Ladyzhyn,48.6667,29.2167,Ukraine,Vinnyts’ka Oblast’
Donaueschingen,47.9531,8.5033,Germany,Baden-Württemberg
Corsicana,32.0824,-96.4665,United States,Texas
Staraya Kupavna,55.8,38.1833,Russia,Moskovskaya Oblast’
Sal'a,48.15,17.8833,Slovakia,Nitriansky
Elizabeth City,36.2943,-76.2361,United States,North Carolina
Pittsburg,37.4129,-94.6984,United States,Kansas
Harriman,35.9307,-84.5602,United States,Tennessee
Greenfield,42.614,-72.5985,United States,Massachusetts
Torre del Mar,36.75,-4.1,Spain,Andalusia
Oytal,42.9153,73.2549,Kazakhstan,Zhambyl
Metzingen,48.5367,9.2858,Germany,Baden-Württemberg
Fairhope,30.5217,-87.8815,United States,Alabama
Machesney Park,42.3666,-89.0266,United States,Illinois
Winchester,42.4518,-71.1463,United States,Massachusetts
Wettingen,47.4659,8.3267,Switzerland,Aargau
Braidwood,41.2696,-88.2235,United States,Illinois
Hurricane,37.1487,-113.3517,United States,Utah
Lysander,43.18,-76.3745,United States,New York
Laupheim,48.2289,9.8797,Germany,Baden-Württemberg
Pogradec,40.9,20.65,Albania,Korçë
Omagh,54.59,-7.29,United Kingdom,Fermanagh and Omagh
Lajas,22.4164,-80.2906,Cuba,Cienfuegos
Campoalegre,2.69,-75.33,Colombia,Huila
Dunaharaszti,47.3553,19.0844,Hungary,Pest
Honmachi,36.0608,136.5006,Japan,Fukui
Nagold,48.5519,8.7256,Germany,Baden-Württemberg
Koprivnice,49.5995,18.1448,Czechia,Moravskoslezský Kraj
Pudsey,53.797,-1.663,United Kingdom,Leeds
East Patchogue,40.7704,-72.9817,United States,New York
Baraki Barak,33.9667,68.9667,Afghanistan,Lōgar
Trussville,33.6404,-86.5819,United States,Alabama
Karben,50.2322,8.7681,Germany,Hesse
Waynesboro,38.0674,-78.9014,United States,Virginia
Manicore,-5.8122,-61.2975,Brazil,Amazonas
Westerly,41.3635,-71.7899,United States,Rhode Island
Stadthagen,52.3247,9.2069,Germany,Lower Saxony
Darton,53.585,-1.5325,United Kingdom,Barnsley
Burg,52.2725,11.855,Germany,Saxony-Anhalt
Mako,46.22,20.4789,Hungary,Csongrád
Pushkar,26.5,74.55,India,Rājasthān
Huautla,21.0308,-98.285,Mexico,Hidalgo
Puente Nacional,19.3333,-96.4833,Mexico,Veracruz
Dawmat al Jandal,29.8153,39.8664,Saudi Arabia,Al Jawf
Burlington,40.0641,-74.8393,United States,New Jersey
Buftea,44.57,25.95,Romania,Ilfov
Johnston,41.6857,-93.7173,United States,Iowa
Corcoran,36.0839,-119.561,United States,California
Meadville,41.6476,-80.1468,United States,Pennsylvania
Wareham,41.7662,-70.6999,United States,Massachusetts
Anthem,33.856,-112.1168,United States,Arizona
Belabo,4.9333,13.3,Cameroon,Est
Lakeside,32.856,-116.904,United States,California
Happy Valley,45.4362,-122.5077,United States,Oregon
Friesoythe,53.0206,7.8586,Germany,Lower Saxony
East Peoria,40.6734,-89.5419,United States,Illinois
Santo Antonio de Posse,-22.6058,-46.9189,Brazil,São Paulo
Klatovy,49.3956,13.2951,Czechia,Plzeňský Kraj
Northdale,28.1058,-82.5263,United States,Florida
Hopewell,37.2915,-77.2985,United States,Virginia
Fort Walton Beach,30.4249,-86.6194,United States,Florida
Radevormwald,51.2,7.35,Germany,North Rhine-Westphalia
Nixa,37.0453,-93.296,United States,Missouri
Nadvirna,48.6333,24.5833,Ukraine,Ivano-Frankivs’ka Oblast’
Olanchito,15.4833,-86.5833,Honduras,Yoro
Florsheim,50.0117,8.4281,Germany,Hesse
Khadyzhensk,44.4239,39.5372,Russia,Krasnodarskiy Kray
Hythe,50.869,-1.399,United Kingdom,Hampshire
Clinton,41.1395,-112.0656,United States,Utah
Apolda,51.0247,11.5139,Germany,Thuringia
Munster,41.5469,-87.504,United States,Indiana
Christiansburg,37.1411,-80.4028,United States,Virginia
Roselle,41.9807,-88.0861,United States,Illinois
Garden City,40.7266,-73.6447,United States,New York
Hajnowka,52.7333,23.5667,Poland,Podlaskie
Granite Bay,38.7601,-121.1714,United States,California
Gardelegen,52.5264,11.3925,Germany,Saxony-Anhalt
Saint-Louis,47.59,7.57,France,Grand Est
Schwetzingen,49.3833,8.5667,Germany,Baden-Württemberg
Yabu,35.4047,134.7675,Japan,Hyōgo
Barnegat,39.7665,-74.2773,United States,New Jersey
Warrensburg,38.7627,-93.726,United States,Missouri
Hockenheim,49.3181,8.5472,Germany,Baden-Württemberg
Union City,33.5941,-84.5629,United States,Georgia
Lebu,-37.6103,-73.6561,Chile,Biobío
Mendeleyevsk,55.9,52.3167,Russia,Tatarstan
Bedford,42.9407,-71.5302,United States,New Hampshire
Corinto,12.4833,-87.1833,Nicaragua,Chinandega
Ar Rutbah,33.0333,40.2833,Iraq,Al Anbār
Vernon,41.1973,-74.4859,United States,New Jersey
Mashiko,36.4675,140.0931,Japan,Tochigi
Yahualica,20.9531,-98.38,Mexico,Hidalgo
Heide,54.1961,9.0933,Germany,Schleswig-Holstein
Demba,-5.5096,22.26,Congo (Kinshasa),Kasaï Central
Villeneuve-sur-Lot,44.4081,0.705,France,Nouvelle-Aquitaine
Alvarado,18.7811,-95.7572,Mexico,Veracruz
Colorado,-22.8378,-51.9728,Brazil,Paraná
Dolton,41.6284,-87.5979,United States,Illinois
Chaumont,48.1117,5.1389,France,Grand Est
Bacchus Marsh,-37.675,144.4389,Australia,Victoria
Camana,-16.6233,-72.7092,Peru,Arequipa
Lyman,48.9861,37.8111,Ukraine,Donets’ka Oblast’
Northfield,44.455,-93.1698,United States,Minnesota
Nikolskoye,59.7,30.7833,Russia,Leningradskaya Oblast’
Highland,41.5485,-87.4587,United States,Indiana
Musselburgh,55.942,-3.054,United Kingdom,East Lothian
Harim,36.2076,36.5192,Syria,Idlib
Sequim,48.0746,-123.0944,United States,Washington
Morris,40.796,-74.4945,United States,New Jersey
Djibo,14.099,-1.627,Burkina Faso,Sahel
Spremberg,51.5717,14.3794,Germany,Saxony
Prairie Village,38.9874,-94.6361,United States,Kansas
Atuntaqui,0.3325,-78.2136,Ecuador,Imbabura
Kuna,43.4869,-116.3986,United States,Idaho
Coralville,41.699,-91.5967,United States,Iowa
Waltham Abbey,51.6846,0.0004,United Kingdom,Essex
Popesti-Leordeni,44.38,26.17,Romania,Ilfov
Guilford,41.3345,-72.7004,United States,Connecticut
Fort Mill,35.0062,-80.9388,United States,South Carolina
Bad Harzburg,51.8828,10.5617,Germany,Lower Saxony
Waldkirch,48.0939,7.9608,Germany,Baden-Württemberg
Ban Piang Luang,19.6493,98.6352,Thailand,Chiang Mai
Eseka,3.6504,10.7666,Cameroon,Centre
Millau,44.0986,3.0783,France,Occitanie
Hudson,41.2399,-81.4408,United States,Ohio
Fougeres,48.3525,-1.1986,France,Bretagne
Bristol,41.6827,-71.2694,United States,Rhode Island
Chapa de Mota,19.8144,-99.5269,Mexico,México
Auch,43.6465,0.5855,France,Occitanie
Roanoke Rapids,36.4452,-77.6491,United States,North Carolina
Niskayuna,42.803,-73.873,United States,New York
Hazebrouck,50.725,2.5392,France,Hauts-de-France
Saint-Jean-de-Braye,47.9128,1.9719,France,Centre-Val de Loire
Moguer,37.2747,-6.8386,Spain,Andalusia
Raymore,38.8029,-94.4583,United States,Missouri
Fremont,41.3536,-83.1148,United States,Ohio
Mukwonago,42.8566,-88.3269,United States,Wisconsin
Laventille,10.65,-61.4833,Trinidad And Tobago,San Juan/Laventille
Bavly,54.4,53.25,Russia,Tatarstan
Qarazhal,48.0253,70.7999,Kazakhstan,Qaraghandy
Halluin,50.7836,3.1256,France,Hauts-de-France
Kitzingen,49.7333,10.1667,Germany,Bavaria
Lebanon,44.5317,-122.9071,United States,Oregon
Pickerington,39.889,-82.7678,United States,Ohio
Lexington,33.989,-81.2202,United States,South Carolina
Eislingen,48.6933,9.7067,Germany,Baden-Württemberg
Unity,40.2811,-79.4236,United States,Pennsylvania
Fukuyoshi,33.6833,130.78,Japan,Fukuoka
Arvin,35.1944,-118.8306,United States,California
Southold,41.0435,-72.4184,United States,New York
Chester,37.3531,-77.4342,United States,Virginia
Stoneham,42.4741,-71.0972,United States,Massachusetts
Budingen,50.2908,9.1125,Germany,Hesse
Kommunar,59.6206,30.39,Russia,Leningradskaya Oblast’
Palmital,-22.7889,-50.2175,Brazil,São Paulo
Leczna,51.3,22.8833,Poland,Lubelskie
Swiedbodzin,52.25,15.5333,Poland,Lubuskie
Lino Lakes,45.1679,-93.083,United States,Minnesota
Augusta,44.3341,-69.7319,United States,Maine
Milford,38.9091,-75.4224,United States,Delaware
Cunha,-23.0739,-44.96,Brazil,São Paulo
Corinth,33.1435,-97.0681,United States,Texas
Naples,26.1504,-81.7936,United States,Florida
Maghull,53.5174,-2.9449,United Kingdom,Sefton
Ust'-Katav,54.9333,58.1667,Russia,Chelyabinskaya Oblast’
Maple Heights,41.4094,-81.5625,United States,Ohio
Vanersborg,58.363,12.33,Sweden,Västra Götaland
Cockeysville,39.4793,-76.63,United States,Maryland
Semikarakorsk,47.5167,40.8,Russia,Rostovskaya Oblast’
Laziska Gorne,50.15,18.8333,Poland,Śląskie
Peshtera,42.0322,24.3022,Bulgaria,Pazardzhik
Eppingen,49.1333,8.9167,Germany,Baden-Württemberg
Raritan,40.507,-74.8662,United States,New Jersey
Gotse Delchev,41.5728,23.7294,Bulgaria,Blagoevgrad
Brent,30.4729,-87.2496,United States,Florida
Hlohovec,48.4311,17.8031,Slovakia,Trnavský
Silver Firs,47.8635,-122.1497,United States,Washington
Povoa de Lanhoso,41.5667,-8.2667,Portugal,Braga
Jalpan,21.2167,-99.4725,Mexico,Querétaro
Kozmodemyansk,56.3419,46.5636,Russia,Mariy-El
Union Hill-Novelty Hill,47.6788,-122.0284,United States,Washington
Gardner,38.8158,-94.93,United States,Kansas
Lyndhurst,40.7964,-74.1099,United States,New Jersey
Vilyuchinsk,52.9333,158.4,Russia,Kamchatskiy Kray
Kemi,65.7361,24.5639,Finland,Lappi
Omutninsk,58.6667,52.1833,Russia,Kirovskaya Oblast’
Armyans'k,46.1072,33.6933,Ukraine,"Krym, Avtonomna Respublika"
Rose Hill,38.7872,-77.1085,United States,Virginia
Sonthofen,47.5142,10.2817,Germany,Bavaria
Kotovo,50.3167,44.8,Russia,Volgogradskaya Oblast’
Puerto Suarez,-18.9633,-57.7978,Bolivia,Santa Cruz
Axapusco,19.7194,-98.7972,Mexico,México
Vereshchagino,58.0667,54.65,Russia,Permskiy Kray
Elsdorf,50.9333,6.5667,Germany,North Rhine-Westphalia
Xanten,51.6622,6.4539,Germany,North Rhine-Westphalia
Seligenstadt,50.0441,8.9753,Germany,Hesse
Kotli,33.5156,73.9019,Pakistan,Azad Kashmir
Dumbarton,55.95,-4.5667,United Kingdom,West Dunbartonshire
Siloam Springs,36.1844,-94.5318,United States,Arkansas
Iisalmi,63.5611,27.1889,Finland,Pohjois-Savo
Opoczno,51.3833,20.2833,Poland,Łódzkie
Reigate,51.237,-0.206,United Kingdom,Surrey
Palafrugell,41.9174,3.1631,Spain,Catalonia
Pedernales,0.0719,-80.0508,Ecuador,Manabí
Trinidad,-33.5333,-56.8833,Uruguay,Flores
Peters,40.274,-80.0802,United States,Pennsylvania
Wieliczka,49.9894,20.0661,Poland,Małopolskie
Halle,52.0608,8.3597,Germany,North Rhine-Westphalia
Tornio,65.8486,24.1472,Finland,Lappi
Osterode,51.7286,10.2522,Germany,Lower Saxony
Gif-sur-Yvette,48.7018,2.1339,France,Île-de-France
Piqua,40.1505,-84.2441,United States,Ohio
Amherstburg,42.1,-83.0833,Canada,Ontario
Chelmno,53.3492,18.4261,Poland,Kujawsko-Pomorskie
Hallein,47.6667,13.0833,Austria,Salzburg
Yoqne`am `Illit,32.6594,35.11,Israel,Northern
Port Hueneme,34.1617,-119.2036,United States,California
Taylors,34.9157,-82.3124,United States,South Carolina
Keene,42.9494,-72.2997,United States,New Hampshire
Gympie,-26.19,152.6655,Australia,Queensland
East Hampton,41.0117,-72.1277,United States,New York
Azambuja,39.0667,-8.8667,Portugal,Lisboa
Casablanca,-33.3167,-71.4167,Chile,Valparaíso
Summit,40.7154,-74.3647,United States,New Jersey
Halewood,53.3599,-2.84,United Kingdom,Knowsley
Secaucus,40.781,-74.0659,United States,New Jersey
Potters Bar,51.698,-0.183,United Kingdom,Hertfordshire
Lisieux,49.15,0.23,France,Normandie
Golden Valley,44.9901,-93.3591,United States,Minnesota
New Hartford,43.0587,-75.2822,United States,New York
Kihei,20.7653,-156.4454,United States,Hawaii
Gros Islet,14.081,-60.953,Saint Lucia,Gros-Islet
Castelnau-le-Lez,43.6369,3.9019,France,Occitanie
Mount Vernon,40.3854,-82.4734,United States,Ohio
Brockville,44.5833,-75.6833,Canada,Ontario
Lower,38.9819,-74.9088,United States,New Jersey
Watertown,41.616,-73.1177,United States,Connecticut
San Martin de las Piramides,19.7333,-98.8167,Mexico,México
Montereau-faut-Yonne,48.3853,2.9508,France,Île-de-France
Ban Patong,7.8981,98.3047,Thailand,Phuket
Geneva,41.8832,-88.3242,United States,Illinois
Collingwood,44.5,-80.2167,Canada,Ontario
Watertown,44.9094,-97.1531,United States,South Dakota
Quickborn,53.7333,9.8972,Germany,Schleswig-Holstein
Dax,43.71,-1.05,France,Nouvelle-Aquitaine
Bloomington,34.0601,-117.4013,United States,California
Bloomingdale,41.9497,-88.0895,United States,Illinois
Saint Austell,50.3386,-4.7922,United Kingdom,Cornwall
Coueron,47.2156,-1.7228,France,Pays de la Loire
Darien,41.0786,-73.4819,United States,Connecticut
Beaune,47.025,4.8397,France,Bourgogne-Franche-Comté
Miguelopolis,-20.1794,-48.0319,Brazil,São Paulo
Kurikka,62.6167,22.4,Finland,Etelä-Pohjanmaa
Shelbyville,35.4987,-86.4516,United States,Tennessee
Germersheim,49.2167,8.3667,Germany,Rhineland-Palatinate
Gokcebey,41.3133,32.1497,Turkey,Zonguldak
Mobetsu,44.3564,143.3542,Japan,Hokkaidō
Shafter,35.4794,-119.2013,United States,California
Wallington,51.3647,-0.1403,United Kingdom,Sutton
Stadtallendorf,50.8333,9.0167,Germany,Hesse
Brownwood,31.7127,-98.9767,United States,Texas
Katy,29.7904,-95.8353,United States,Texas
Chernogolovka,56.0147,38.3897,Russia,Moskovskaya Oblast’
Green Valley,31.8436,-111.0174,United States,Arizona
Versmold,52.0436,8.15,Germany,North Rhine-Westphalia
Del City,35.4483,-97.4408,United States,Oklahoma
Woodlesford,53.7567,-1.453,United Kingdom,Leeds
Kobilo,16.15,-13.5,Senegal,Matam
Jindrichuv Hradec,49.1441,15.003,Czechia,Jihočeský Kraj
Zerbst,51.9681,12.0844,Germany,Saxony-Anhalt
Senak'i,42.2689,42.0678,Georgia,Samegrelo-Zemo Svaneti
San Jacinto,9.8311,-75.1219,Colombia,Bolívar
Gryfino,53.2524,14.4883,Poland,Zachodniopomorskie
Bad Rappenau,49.2389,9.1028,Germany,Baden-Württemberg
Wulfrath,51.2833,7.0333,Germany,North Rhine-Westphalia
Eastmont,47.8968,-122.1817,United States,Washington
Jacksonville,39.7292,-90.2318,United States,Illinois
Yenice,41.2,32.3333,Turkey,Karabük
Entroncamento,39.4667,-8.4667,Portugal,Santarém
Kant,42.8833,74.85,Kyrgyzstan,Chüy
Furano,43.3419,142.3833,Japan,Hokkaidō
Le Ray,44.0771,-75.7975,United States,New York
Aichach,48.45,11.1333,Germany,Bavaria
Kirkintilloch,55.9357,-4.1547,United Kingdom,East Dunbartonshire
San Nicolas,22.7819,-81.9069,Cuba,Mayabeque
Lincoln,41.9171,-71.4505,United States,Rhode Island
Masterton,-40.9667,175.65,New Zealand,Wellington
Les Pennes-Mirabeau,43.4106,5.3103,France,Provence-Alpes-Côte d’Azur
Smithfield,41.9015,-71.5308,United States,Rhode Island
Darien,41.7447,-87.9823,United States,Illinois
Hoogstraten,51.4008,4.7611,Belgium,Flanders
Perrysburg,41.5377,-83.6413,United States,Ohio
Coswig,51.1333,13.5833,Germany,Saxony
Sondershausen,51.3667,10.8667,Germany,Thuringia
Scugog,44.09,-78.936,Canada,Ontario
Ozoir-la-Ferriere,48.778,2.68,France,Île-de-France
Lewistown,40.5964,-77.573,United States,Pennsylvania
Richmond,51.456,-0.301,United Kingdom,Richmond upon Thames
Gardanne,43.4553,5.476,France,Provence-Alpes-Côte d’Azur
Camp Springs,38.8052,-76.9198,United States,Maryland
Nang Rong,14.6363,102.7746,Thailand,Buriram
Eeklo,51.1858,3.5639,Belgium,Flanders
Gujan-Mestras,44.6364,-1.0667,France,Nouvelle-Aquitaine
La Porte,41.6077,-86.7136,United States,Indiana
Palm Valley,30.2011,-81.3949,United States,Florida
Geseke,51.6497,8.5167,Germany,North Rhine-Westphalia
Clarksville,38.3221,-85.7673,United States,Indiana
New Castle,39.919,-85.3697,United States,Indiana
Jamsa,61.8639,25.1903,Finland,Keski-Suomi
Allauch,43.3369,5.4828,France,Provence-Alpes-Côte d’Azur
Murree,33.9042,73.3903,Pakistan,Punjab
Kingsville,42.1,-82.7167,Canada,Ontario
Shisui,35.725,140.2694,Japan,Chiba
Leek,53.108,-2.0234,United Kingdom,Staffordshire
Kara-Suu,40.7,72.8833,Kyrgyzstan,Osh
Baie-Comeau,49.2167,-68.15,Canada,Quebec
Dean Funes,-30.4333,-64.35,Argentina,Córdoba
Mill Creek East,47.836,-122.1877,United States,Washington
Montville,40.9135,-74.3594,United States,New Jersey
Vecses,47.4108,19.2722,Hungary,Pest
Livadeia,38.4333,22.8667,Greece,Stereá Elláda
Biddeford,43.4674,-70.4512,United States,Maine
Wang Nam Yen,13.5004,102.1806,Thailand,Sa Kaeo
St. Andrews,34.051,-81.1057,United States,South Carolina
Santa Cruz Cabralia,-16.28,-39.03,Brazil,Bahia
Juli,-16.2125,-69.4603,Peru,Puno
Ryazhsk,53.7167,40.0667,Russia,Ryazanskaya Oblast’
Sarreguemines,49.11,7.07,France,Grand Est
Villa Park,41.8864,-87.9779,United States,Illinois
Holiday,28.1864,-82.7429,United States,Florida
Prudnik,50.3197,17.5792,Poland,Opolskie
Schramberg,48.2269,8.3842,Germany,Baden-Württemberg
Khotkovo,56.25,37.9833,Russia,Moskovskaya Oblast’
Lutz,28.1396,-82.4467,United States,Florida
Palatka,60.1,150.9,Russia,Magadanskaya Oblast’
Antsohihy,-14.8661,47.9834,Madagascar,Mahajanga
